category,title,price,rating,review_count,availability,discount
clothing,Small Gold Huggie Hoop Earrings Set for Women 14K Real Gold Plated Hypoallergenic Lightweight Earrings for Sensitive Ears Everyday Earrings Sets for Multiple Piercing Cartilage Hoop Earrings Stack Jewelry,13.58,4.5,989,8,3.72
clothing,"Lined Spiral Journal Notebook for Women & Men, 140 Pages, College Ruled Hardcover Notebook for Work & Note Taking, Journals for Writing, A5 - Green",7.99,4.5,376,10,1.55
clothing,Design Men's Laptop Backpack for College and Business Travel with Integrated USB Charging Port and RFID Protection Fits Laptops up to 15.6 inch (CIRCUIT J14-BR),79.99,4.5,82,2,17.01
clothing,"Samsung Galaxy Watch 4 Classic 42mm Smartwatch with ECG Monitor Tracker for Health Fitness Running Sleep Cycles GPS Fall Detection Bluetooth US Version, Black (Renewed)",74.49,4.5,12,1,9.69
clothing,"15 Pack Soft Silicone Bands Compatible with Apple Watch Band 40mm 41mm 38mm 45mm 44mm 42mm for Women Men,Waterproof Sport iWatch bands Replacement Strap Wristbands for iWatch SE Series 9 8 7 6 5 4 3 2",21.96,4.5,554,8,5.25
clothing,Pleated Tennis Skirt for Women with 4 Pockets Women's High Waisted Athletic Golf Skorts Skirts for Running Casual,19.99,4.5,822,9,4.62
clothing,"28 inch Luggage, Hard Shell ABS Suitcase with Double Spinner Wheels, Lightweight Expandable Rolling Luggage with TSA Lock",75.85,4.5,134,1,13.74
clothing,"Laptop Backpack for Women 15.6 Inch Laptop Bag with USB Port, Fashion Waterproof Backpacks Teacher Nurse Stylish Travel Bags Vintage Daypacks Bookbag for College School Work",33.99,4.5,223,2,6.84
clothing,"Braided Stretchy Solo Loop Compatible for Apple Watch Band 38mm 40mm 41mm 42mm 44mm 45mm 49mm for Women Men, Nylon Elastic Straps Wristbands for iWatch Series 9 8 7 6 SE 5 4 3 2 1 Ultra Ultra 2",9.99,4.5,216,8,2.37
clothing,Womens White Tennis Shoes PU Leather Sneakers Casual Walking Shoes for Women,25.99,4.5,541,3,2.76
clothing,School Backpack for Teen Girls Bookbags Elementary High School Corduroy Laptop Bags Women Travel Daypacks (Strawberry Beige),30.49,4.5,507,2,1.69
clothing,4 Pcs Horsehair Shine Shoes Brush Kit Polish Dauber Applicators Cleaning Leather Shoes Boots Care Brushes Suede Cleaner Brush with Microfiber Shoe Cloth(4 Pcs Style A),8.99,4.5,911,9,1.15
clothing,"Pendaflex Two Tone Color File Folders, Letter Size, Assorted Colors (Teal, Violet, Gray, Navy and Burgundy), 1/3-Cut Tabs, 5 Color, 100/Box, (02315)",26.99,4.5,850,3,6.56
clothing,Bombshell Fine Fragrance 8.4oz Mist,20.0,4.5,237,6,1.93
clothing,"A11N Portable Pickleball Net System, Designed for All Weather Conditions with Steady Metal Frame and Strong PE Net, Regulation Size Net with Carrying Bag",79.99,4.5,659,4,19.91
clothing,Backpack | Chase Rubble Marshall Boys Backpacks | School Bag for Kids,22.99,4.5,193,1,1.91
clothing,"LIGHT FLIGHT Travel Backpack for Women, 15.6 Inch Anti Theft Laptop Backpack with USB Charging Hole, Water Resistant College Bookbag, Large Capacity Black Computer Backpacks for Work, Black",36.99,4.5,525,3,10.8
clothing,"VALSOLE Heavy Duty Support Pain Relief Orthotics - 220+ lbs Plantar Fasciitis High Arch Support Insoles for Men Women, Flat Feet Insert, Work Boot Shoe Insole, Absorb Shock with Every Step",23.98,4.5,675,2,3.38
clothing,Casio Men's Vintage F91W-1 Resin Strap Digital Sport Watch,16.86,4.5,74,9,4.17
clothing,"AeroPress Original Coffee and Espresso-style Maker, Barista Level Portable Coffee Maker with Chamber, Plunger, & Filters, Quick Coffee and Espresso Maker, Made in USA",31.95,4.5,476,3,6.43
clothing,Satin Bonnet Silk Bonnet Adjustable Hair Bonnet for Sleeping Hair Bonnets for Women Curly Natural Hair,12.99,4.5,874,10,2.83
clothing,Custom Kid's Backpack with Lunch Bag Box for Girls Butterfly Sparkle Personalized Name School Bag for Daughter Granddaughter 2 in 1 Bookbags Set Schoolbag for School Season,31.95,4.5,800,3,6.23
clothing,"Apple Watch SE (GPS + Cellular, 40mm) - Space Gray Aluminum Case with Black Sport Band (Renewed)",142.24,4.5,417,3,41.87
clothing,"Loop Backpack, Travel, or Work Bookbag with tablet sleeve, One Size, Black",28.0,4.5,903,2,5.66
clothing,Allpa 35L Travel Pack,200.0,4.5,939,3,59.18
clothing,"Womens Tops - High Compression Scoop Neck Cami - Tank Top for Women, Camisole for Women",23.99,4.5,286,3,2.66
clothing,Women's Performance Cushion Quarter Socks with Band (6 Pairs),31.39,4.5,465,2,7.15
clothing,"36 PCS Gold Plated Jewelry Set with 4 PCS Necklace, 11 PCS Bracelet, 7 PCS Ear Cuffs Earring, 14 Pcs Knuckle Rings for Women Girls Valentine Anniversary Birthday Friendship Gift",16.97,4.5,30,8,2.58
clothing,"Elmer's E543 Washable School Glue Sticks, Disappearing Purple, 4/Pack",5.7,4.5,762,7,1.59
clothing,"DRYKI Sweat Absorbing Handkerchiefs - The Original Sport Microfiber Hankies for Wicking Sweat from Hands, Face, Body (Classic Black, 5 Pack)",14.99,4.5,742,6,3.62
clothing,"Ripstop Wheeled Duffel Bag for Travel, Travel Bag, Telescoping Handle, 35"", Black",99.9,4.5,220,1,14.02
clothing,"Utopia Towels Kitchen Towels, 15 x 25 Inches, 100% Ring Spun Cotton Super Soft and Absorbent Black Dish Towels, Tea Towels and Bar Towels, (Pack of 12)",23.49,4.5,319,1,4.92
clothing,14K Gold Plated 3mm Cubic Zirconia Classic Tennis Bracelet | Gold Bracelets for Women | Size 6.5-7.5 Inch,17.95,4.5,147,5,5.09
clothing,"Girls Hanes Toddler Girls' Potty Trainer Briefs, 6-Pack",11.99,4.5,558,9,1.85
clothing,"Hard Shell Carry on Luggage Airline Approved, Carry on Suitcases with Wheels, Lightweight Luminous Textured Travel Luggage, Tsa Approved, 20 Inch Small Carry-On, Black",144.49,4.5,889,4,32.1
clothing,"TESSAN European Travel Plug Adapter, Europe Power Plug with 2 USB Ports, Type C Outlet Adaptor Charger for US to Most of Europe EU Iceland Spain Italy France Germany",11.18,4.5,886,6,1.01
clothing,"Reshoevn8r Waterproof Shoe Protector for Water & Stain - Water Repellent for Sneakers, Suede, Canvas, Leather or White Shoe (6.5oz)",24.88,4.5,264,4,5.05
clothing,"Watch Link Removal Kit, BYNIIUR Watch Repair Kit, Watch Case Opener Spring Bar Tools, Watch Battery Replacement Tool Kit, Watch Band Link Pin Tool Set with Carrying Case and Instruction Manual",18.99,4.5,845,8,3.14
clothing,"Amazon Basics Laptop Backpack Fits Up to 17-Inch Laptops, Black",26.11,4.5,910,3,6.82
clothing,Men's Cotton Classics 3-Pack Boxer Brief,29.96,4.5,152,2,7.91
clothing,"Straw Water Filter, Survival Filtration Portable Gear, Emergency Preparedness, Supply for Drinking Hiking Camping Travel Hunting Fishing Team Family Outing",38.98,4.5,90,3,6.2
clothing,"Brasilia Medium Training Backpack for Women and Men with Secure Storage & Water Resistant Coating, Black/Black/White",40.0,4.5,959,3,10.89
clothing,"Essentials Thick Yoga Mat Fitness & Exercise Mat with Easy-Cinch Yoga Mat Carrier Strap, 72""L x 24""W x 2/5 Inch Thick",21.98,4.5,241,5,5.21
clothing,"Dr. Scholl’s Plantar Fasciitis Pain Relief Orthotic Insoles, Immediately Relieves Pain: Heel, Spurs, Arch Support, Distributes Foot Pressure, Trim to Fit Shoe Inserts: Men's Size 8-13, 1 Pair",15.54,4.5,140,6,3.8
clothing,"Amazon Basics Rolling Laptop Case, 14.5-Inch, Black",50.99,4.5,495,4,6.2
clothing,Unisex-Adult Wally Stretch,49.99,4.5,837,2,11.38
clothing,"Men's Moisture-Wicking Crewneck Performance Undershirt, 5-Pack",25.0,4.5,926,1,5.47
clothing,"Shoe Cleaner Kit for Sneaker, Cleaning Kit, Sneaker 10Oz with 3 Brush & Microfiber Towel Included, Shoe, Suede, Boot, Canvas, PU, Fabric, etc,Clear,(Madala-SC-210201)",19.99,4.5,402,6,1.67
clothing,4 Pack Leggings for Women Butt Lift High Waisted Tummy Control No See-Through Yoga Pants Workout Running Leggings,25.99,4.5,533,4,3.22
clothing,"Compatible with Apple AirTag Secure Holder With Wire Cable, Air Tag Lock Case Keychain Key Ring Key Chain Luggage tag",24.99,4.5,273,4,4.94
clothing,Men's Moisture Wicking Cushioned Crew Work Boot Socks (4 Pairs / 6 Pairs),22.99,4.5,641,1,4.92
clothing,Writech Retractable Gel Ink Pens: 8ct Black Ink 0.5mm Fine Point Tip Pen Comfort Grip Smooth Writing with Aesthetic Gradient Color Barrel for Journaling Note Taking Sketching No Bleed & Smear,11.99,4.5,131,10,2.78
clothing,"Men's Durable Oil Tan Leather Wallets, Available in Multiple Styles",39.99,4.5,376,2,6.22
clothing,6 Pack Men's Quick Dry Long Sleeve Shirts Moisture Wicking Sun Protection UV UPF SPF Performance T-Shirt for Casual,38.98,4.5,51,2,5.51
clothing,"Kids Backpack For Boys，Gamer Boys Backpack For Children Teens Elementary Middle School, Boys Backpacks Ages 6-18，17″",39.99,4.5,232,1,11.76
clothing,"Sooez 𝐎𝐫𝐢𝐠𝐢𝐧𝐚𝐥 High Capacity Pencil Case, Big Pencil Bag Pouch Box Organizer Pen Case, Portable Journaling Supplies with Easy Grip Handle & Loop, Aesthetic Supply for Girls Adults, Mint Green",9.99,4.5,622,5,2.67
clothing,"Brasilia XLarge Backpack 9.0, Black/Black/White, Misc",40.0,4.5,897,4,11.63
clothing,"Grace Expandable Carry On Luggage Airline Approved, 20 Inch Hardside Carry On Suitcase with Wheels, Travel Harshell Spinner Small Luggage with Tsa Lock, Blue, 20-Inch Carry-On",139.99,4.5,774,3,7.09
clothing,"Bentgo Kids Lunch Bag - Durable, Double-Insulated Lunch Bag for Kids 3+; Holds Lunch Box, Water Bottle, & Snacks; Easy-Clean Water-Resistant Fabric & Multiple Zippered Pockets (Mermaid)",24.99,4.5,281,3,2.78
clothing,"Uniball Jetstream RT 12 Pack, 0.7mm - Black Ballpoint Pens - Wirecutter Best Pen, School Pens, Ink Pens | Ballpoint Pen, Colored Pens, Fine Point, School Supplies",18.85,4.5,46,5,3.49
clothing,Diamond Dazzle Stik - Portable Diamond Cleaner for Rings and Other Jewelry - Bring Out The Sparkle in Your Diamonds and Precious Stones,9.48,4.5,716,8,2.24
clothing,"Men,Women VE4361 53 Sunglasses 53mm",120.0,4.5,184,1,7.24
clothing,Classic Strong Mint Toothpaste,10.5,4.5,544,6,2.22
clothing,Profile Distance Golf Ball 36 pack,33.04,4.5,589,3,7.17
clothing,"Men's Boxer Briefs, Soft and Breathable Cotton Underwear with ComfortFlex Waistband, Multipack",21.9,4.5,813,7,1.47
clothing,"FUXINGYAO Pencil Case, Multi- Slot Pencil Pouch, Portable Pencil Bag, Pen Case for& Office(Black)",9.99,4.5,458,10,1.41
clothing,3 Pairs 925 Sterling Silver Hypoallergenic Earrings Set for Multiple Piercing Dainty 14K Gold Plated Stud Huggie Small Hoop Earrings for Women Trendy Cute Earring Stacks for Sensitive Ears,9.86,4.5,441,7,2.17
clothing,Women's Lane Cork Footbed Sandal With +Comfort,29.99,4.5,326,3,5.05
clothing,Rectangle Sunglasses for Women Retro Driving Glasses 90’s Vintage Fashion Narrow Square Frame UV400 Protection,15.95,4.5,852,6,3.39
clothing,"MATEIN Garment Bag for Travel, Large Carry on Garment Bags with Strap for Business, Waterproof Hanging Suit Luggage Bag for Men Women, Wrinkle Free Suitcase Cover for Shirts Dresses Coats, Black",33.99,4.5,694,4,3.11
clothing,Mapambo 220 to 110 Voltage Converter Us to Europe 220V to 110V Converter for European Travel Plug Adapter Hair Straightener Power Converter Adapter Combo (2USB+2TYPE C),36.99,4.5,609,3,5.13
clothing,Go 2 Backpack,59.92,4.5,448,4,12.86
clothing,Fisher-Price Stacking Toy Baby's First Blocks Set of 10 Shapes for Sorting Play for Infants Ages 6+ Months,10.99,4.5,829,7,0.76
clothing,unisex-adult Performance Cushion Crew Socks,27.49,4.5,205,4,1.98
clothing,School Backpack for Girls Backpack with Lunch Box Teen Girl Backpack Set Cute School Bag Bookbag for Teen Girls (Black),39.98,4.5,473,4,4.24
clothing,Elastic No Tie Shoelaces 1 Size Fits All for Kids Adults Tieless Shoe Laces Tennis Shoes Sneakers,9.99,4.5,965,8,1.55
clothing,Raquel Women's Watch with Rectangular Case and Stainless Steel Bracelet or Leather Band,170.0,4.5,356,2,50.51
clothing,"Travel Laptop Backpack for men, 15.6-17.3 inch Anti Theft Business Laptop Backpack with USB Charging Port, Water Resistant Travel Backpack for Men & Women, Work School Backpack Gift, Black",19.98,4.5,333,5,2.93
clothing,"Fullmosa Compatible Apple Watch Bands 49mm 45mm 44mm 42mm 41mm 40mm 38mm, Stainless Steel iWatch Band with Case for Apple Watch Ultra2 Ultra Series 9 8 7 6 5 4 3 2 1 SE SE2, 42mm 44mm 45mm Black",16.99,4.5,706,10,3.19
clothing,"Crayola Crayon Classpack, 800 Count, Bulk School Supplies For Teachers, Large Crayon Box, 8 Colors",50.54,4.5,719,3,14.93
clothing,"Garmin Vivoactive 4, GPS Smartwatch, Features Music, Body Energy Monitoring, Animated Workouts, Pulse Ox Sensors and More, Black",247.68,4.5,647,2,24.75
clothing,"5 Piece Everyday Essentials Makeup Brush Set, Includes 4 Brushes & Makeup Sponge, For Foundation, Blush, Bronzer, Contour, Eyeshadow, & Powder, Travel Gift Set, Cruelty-Free & Vegan",18.92,4.5,701,7,5.63
clothing,"Physix Gear Compression Socks 20-30 mmHg - Men & Women - Running, Nurses, Shin Splints, Flight, Travel",14.13,4.5,285,7,1.45
clothing,Men's Tech 2.0 Short-Sleeve T-Shirt,18.75,4.5,340,5,1.27
clothing,"EAONE 48 Pack Dry Erase Eraser, Magnetic Whiteboard Eraser, Mini Dry Eraser Chalkboard Erase Cleansers for Classroom, School, Office, Home, (4 Colors, 1.97 x 1.97 inch)",14.99,4.5,399,7,2.88
clothing,"Nipple Covers 2 Pairs-Seamless and Sheer Adhesive Silicone Nipple Pasties for Women Reusable, Sticky Breast Petals",19.99,4.5,749,6,4.33
clothing,"Apple Watch Series 7 (GPS, 41mm) Starlight Aluminum Case with Starlight Sport Band, Regular (Renewed)",202.0,4.5,454,2,27.07
clothing,"Apple Watch Series 4 (GPS, 44MM) - Space Gray Aluminum Case with Black Sport Band (Renewed)",137.5,4.5,163,1,35.11
clothing,"Amazon Basics 10-Pack CR2032 Lithium Coin Cell Battery, 3 Volt, Long Lasting Power, Mercury-Free",8.79,4.5,118,9,2.52
clothing,"classic carry-on travel backpack for men and women, Anti theft laptop backpack with USB charging port for work, large backpack for college, water resistent(BLACK)",31.99,4.5,698,2,3.99
clothing,Women's Goldenstar Clog,129.95,4.5,969,4,8.72
clothing,"Women's Premium Crystal Accented Bangle Watch Set, AK/2245",83.78,4.5,928,4,11.49
clothing,Padded Cotton Lifting Straps with NeoTek Cushioned Wrist (Pair),9.97,4.5,222,10,2.26
clothing,"MUSICOZY Sleep Headphones, Bluetooth 5.2 Sleep Mask Headband Headphones Sleeping Eye Mask, Wireless Music Earbuds Earphones with HD Headphones Ultra-Thin Stereo Speakers for Side Sleepers Men Women",22.79,4.5,96,1,2.44
clothing,Slim Wallet Front Pocket Minimalist Leather RFID Blocking Medium Size,9.99,4.5,908,8,1.55
clothing,"Unisex's Sports Bag, Black/White, 48cm H x 30cm W x 15cm D",40.27,4.5,66,3,10.04
clothing,"Texas Instruments TI-84 Plus Graphing Calculator, Black",107.86,4.5,421,4,22.88
clothing,"Men's Dri-tech Moisture Control Quarter Socks (6, 12, 18 Pairs)",14.0,4.5,825,10,3.81
clothing,"Thick High Waist Yoga Pants with Pockets, Tummy Control Workout Running Yoga Leggings for Women",21.99,4.5,197,4,1.49
clothing,"Dr. Scholl’s Extra Comfort Support Insoles Men, Size 8-14, 1 Pair: All-Day Comfort Shoe Inserts with Massaging Gel for Big & Tall Men, 200lbs+, Wide Feet - Arch Support Inserts for Men, Trim to Fit",14.06,4.5,209,8,1.86
clothing,Dri-Fit Crew cut socks,24.48,4.5,576,2,6.13
clothing,Athletic Shorts for Men with Pockets and Elastic Waistband Quick Dry Activewear,43.99,4.5,912,4,11.26
clothing,Women's The Large Tote Bag,178.99,4.5,828,2,16.56
clothing,"Cardinal 3 Ring Binders, Binders for School and Office, Durable 2 Inch Binder with Round Rings, Holds 475-Sheets, ClearVue Covers, Non-Stick, PVC-Free, Assorted Colors, 4 Pack (29311)",19.99,4.5,686,8,1.31
clothing,"Swerve Laptop Backpack, Black, One Size",47.27,4.5,793,1,6.11
clothing,Toddler Girls' Tag-Free Cotton Underwear,11.98,4.5,11,7,0.95
clothing,DURACELL 1632 Lithium Coin Battery Pack of 4,7.94,4.5,931,9,0.43
clothing,BESTEK Universal Travel Adapter 220V to 110V Voltage Converter with 6A 4-Port USB Charging and UK/AU/US/EU Worldwide Plug Adapter (White),36.99,4.5,701,4,10.39
clothing,Women's High Waisted Running Shorts Mesh Liner - 3'' Dolphin Quick Dry Athletic Gym Track Workout Shorts Zip Pocket,28.0,4.5,706,4,2.83
clothing,Womens Ankle Socks Athletic Running Low Cut Socks With Tab 6 Pairs,9.99,4.5,70,10,2.15
clothing,32 Oz Squeeze Water Sports Bottle - Pack of 2 - New Easy Grip Design,14.98,4.5,121,9,2.64
clothing,"Crayola Triangular Crayon Classpack, Toddler Crayons, 16 Assorted Colors, 256 Count, Bulk",49.74,4.5,475,2,10.42
clothing,"Unisex Prime 6 Backpack, Black, One Size",49.0,4.5,224,4,13.92
clothing,"Oxford 1-Subject Notebooks, 8"" x 10-1/2"", Wide Rule, 70 Sheets, 3 Pack, Color Assortment May Vary (65029)",6.99,4.5,903,6,1.45
clothing,ExtraCharm Insulated Lunch Bag for Women/Men - Reusable Lunch Box for Office Picnic Hiking Beach - Leakproof Cooler Tote Bag Organizer with Adjustable Shoulder Strap for Adults - Black,15.99,4.5,122,10,1.15
clothing,"Tzowla Travel Laptop Backpack Water Resistant Anti-Theft Bag with USB Charging Port and Lock 15.6 Inch Computer Business Backpacks for Women Men Work College Gift,Casual Daypack",29.95,4.5,515,1,5.67
clothing,"Gold Hoop Earrings Set for Women Trendy, 14K Gold Plated Lightweight Small Gold/Silver Hoop Earrings for Women Chunky Open Hoops Earrings for Women Jewelry Gifts for women",12.99,4.5,227,5,2.7
clothing,Men's Wally Sox | Men’s Shoes | Men's Lace Up Loafers | Comfortable & Light-Weight,43.19,4.5,64,2,10.61
clothing,"Amelia Earhart Ghosted Me Polarized Aviator Sunglasses for Men & Women, Brown Translucent Frames with Brown No-Reflective Lens, UV400 Protection, No Slip",35.0,4.5,253,1,6.33
clothing,"Better Office Products Two Pocket Portfolio Folders, 50-Pack, RED, Letter Size Paper Folders, 50 Pieces, Red",18.99,4.5,964,9,1.17
clothing,C.E.O. 15% Vitamin C Brightening Serum,85.0,4.5,84,4,22.09
clothing,Cooling Helmet Liner - Lightweight & Breathable - Cools Up to 2 Hours - UPF 50 Sun Protection - Machine Washable,15.04,4.5,652,6,2.38
clothing,Disposable Rain Ponchos for Adults (5 Pack),11.99,4.5,599,9,1.96
clothing,"womens Value, Ankle Soft Moisture-wicking Socks, Available in 10 and 14-packs",8.79,4.5,736,9,1.82
clothing,"TSA Approved Cable Luggage Locks, Re-settable Combination with Alloy Body",24.95,4.5,239,2,5.1
clothing,Sticky Bra Silicone Adhesive Bra for Women Invisible Bras for Backless Strapless Dress Nippless Covers Push Up Bra,16.99,4.5,688,9,4.14
clothing,"Large Pencil Case, Aesthetic Pen Pouch with Big Capacity, Minimalist Portable Stationery Bag with Handle for Office Organizer Aesthetic Pencil Cases",13.99,4.5,70,8,3.45
clothing,"DryGuy Force Dry DX - Boot, Shoe, Garment & Gear Dryer - Convection Heating with Quiet Forced-Air Central Blower - 4 Drying Ports w/2 Extensions - Dries in 1-3 Hours - Heat/No Heat Switch & 3-Hr Timer",90.92,4.5,281,4,13.43
clothing,"Nxtrnd Football Leg Sleeves, Calf Sleeves for Men & Boys, Sold as a Pair",19.95,4.5,547,9,3.88
clothing,"Dr. Scholl’s Energizing Comfort Everyday Insoles with Massaging Gel®, On Your Feet All-Day Energy, Shock Absorbing, Arch Support, Trim Inserts to Fit Shoes, Women's Size 6-10, 1 Pair",12.54,4.5,282,7,2.32
clothing,"Amazon Basics Classic Notebook, Line Ruled, 240 Pages, Black, Hardcover, 5 x 8.25-Inch",6.8,4.5,704,7,0.91
clothing,"Gold Bracelets for Women, 14K Gold Plated Beaded Bracelets Gold Stretch Bead Ball Bracelet stack Set Adjustable Gold Jewelry for Women",12.79,4.5,951,9,1.69
clothing,"HexClad Hybrid Nonstick Frying Pan, 8-Inch, Stay-Cook Handle, Dishwasher and Oven Safe, Induction-Ready, Compatible with All Cooktops",129.0,4.5,385,3,16.35
clothing,"Womens Tennis Dress, Workout Dress with Built-in Bra & Shorts Pockets Summer Dress for Golf Athletic Dresses for Women",37.99,4.5,377,2,9.38
clothing,"LOVEVOOK Laptop Backpack for Women, 15.6 Inch Work Business Backpacks Purse with USB Port, Large Capacity Nurse Bag College Bookbag for School, Waterproof Casual Daypack for Travel,Black-White-Brown",26.38,4.5,406,3,1.84
clothing,"Apple Watch Series 4 (GPS + Cellular, 40MM) - Gold Aluminum Case with Pink Sand Sport Band (Renewed)",148.0,4.5,829,4,10.64
clothing,"Everywhere Belt Bag, (LU9B78S)",38.0,4.5,315,2,5.65
clothing,Gifts for Women Wife-Tahitian-Black-Pearl-Necklace-Gift for Wife Wedding Birthday Anniversary Jewelry-Mom Girlfriend Her Mothers Day Gifts for Mom Women Valentines Day Christmas Day Gifts,198.97,4.5,559,1,46.15
clothing,"Expo 81505 Block Eraser Dry Erase Whiteboard Board Eraser, Soft Pile, 5 1/8 W x 1 4 H - Pack of 12",39.11,4.5,162,2,11.38
clothing,"Apple Watch Series 8 [GPS 41mm] Smart Watch w/Midnight Aluminum Case with Midnight Sport Band - S/M. Fitness Tracker, Blood Oxygen & ECG Apps, Always-On Retina Display, Water Resistant",335.49,4.5,747,3,65.9
clothing,"Women's Pants with Deep Pockets 7/8 Stretch Ankle Sweatpants for Golf, Athletic, Lounge, Travel, Work",34.99,4.5,98,2,6.4
clothing,Men's Tiro 21 Track Pants,38.95,4.5,700,4,8.77
clothing,"Hands Free Pumping Bra, Adjustable Breast-Pumps Holding and Nursing Bra, Pumping & Nursing Bra in One",19.99,4.5,750,8,3.46
clothing,"FitSpine X3 Inversion Table, Deluxe Easy-to-Reach Ankle Lock, Back Pain Relief Kit, FDA-Registered",379.0,4.5,821,1,104.02
clothing,Latin Countries Hands Heart Flags Hispanic Heritage Month T-Shirt,15.95,4.5,712,10,4.18
clothing,"Fashion Chain Bracelet for Apple Watch, Secure, Adjustable, Apple Watch Replacement Band, Fits Most Wrists",52.66,4.5,239,3,4.16
clothing,Women's Crystal Accented Bracelet Watch,22.09,4.5,248,3,5.62
clothing,"Women's 8""/ 5""/ 3"" Biker Shorts High Waist Yoga Workout Gym Running Volleyball Spandex Shorts with Pockets",19.99,4.5,599,6,5.81
clothing,"Rapsodo Mobile Launch Monitor for Golf Indoor and Outdoor Use with GPS Satellite View and Professional Level Accuracy, iPhone & iPad Only",283.37,4.5,376,1,22.72
clothing,"Bedsure Fleece Bed Blankets Queen Size Grey - Soft Lightweight Plush Fuzzy Cozy Luxury Blanket Microfiber, 90x90 inches",19.97,4.5,711,8,4.55
clothing,"SKIN Hydrated Ever After Skincare Mini Kit, Cleanser, Makeup Remover, Moisturiser & Eye Cream For Hydrating Skin, Airplane-Friendly Sizes",19.95,4.5,712,10,4.36
clothing,"Men's Crew T-Shirts, Multipack, Style G1100",25.37,4.5,436,3,2.56
clothing,"Lifting Wrist Straps for Weightlifting, Bodybuilding, Powerlifting, Strength Training, & Deadlifts - Padded Neoprene with 18 inch Cotton",14.99,4.5,21,9,4.26
clothing,mens Everyday Cushioned Training Crew Socks,28.0,4.5,638,3,4.15
clothing,"Waterproof AirTag Keychain Holder - (4 Pack) Air tag Lock Case with Wire Cable Compatible with Apple AirTags, Ultra Durable Anti-Lost Protective Case with Keyring for Luggage, Key, Backpack, Black",24.99,4.5,379,1,6.13
clothing,"Men's Cotton, Moisture-Wicking Crew Tee Undershirts, Multi-Packs Available",18.5,4.5,562,10,4.75
clothing,wiwens Bento Lunch Box for Kids with 12oz Soup Thermo Leak-Proof Lunch Food Container with 5 Compartment Thermo Hot Food Jar and Insulated Lunch Bag for Kid Toddler Girls Boys to School,36.99,4.5,830,2,10.83
clothing,"Laptop Backpack for Work, College, Travel, Lightweight Waterproof Daily Backpacks for Men Women, Sport Rucksack Computer Bag Fits 15.6 Inch Notebook",27.99,4.5,228,3,4.68
clothing,The Woven Medium Tote Bag,149.99,4.5,820,1,21.31
clothing,"DEWALT 8V MAX Cordless Screwdriver, Gyroscopic, Rechargeable, Battery Included (DCF682N1)",89.0,4.5,274,4,13.67
clothing,"Apple Watch Ultra 2 [GPS + Cellular, 49mm] - Titanium Case with Blue Ocean Band, One Size (Renewed)",599.0,4.5,587,4,78.67
clothing,Double-Sided Sticky Bra Pads Inserts Ultra Instant Lift Bra Inserts Push up Bikini Pad for Swimsuit Sports Bra,17.99,4.5,710,9,2.56
clothing,Mario Party Superstars - US Version,53.5,4.5,552,3,11.71
clothing,"Oversized Slim Runway Men's Watch, Stainless Steel Watch for Men",95.0,4.5,654,2,10.78
clothing,"Everyday Cushion Crew Socks, Unisex (Pack of 6 Pairs)",30.99,4.5,513,1,3.0
clothing,"8 Pieces Packing Cubes for Travel, Sturdy Suitcase Organizer in 4 Sizes (Extra Large, Large, Medium, Small), OlarHike Luggage Cubes with Toiletry Bag, Travel Essentials, Cruise Ship Gifts for Women",14.99,4.5,590,10,4.15
clothing,Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets,21.59,4.5,35,5,3.63
clothing,"Mountain Voyage Minimalist Wallet for Men - Slim RFID Wallet, Scratch Resistant, Natural Walnut Wood Credit Card Holder & Money Clip, Easily Removable Money & Cards, Mens Wallets",30.49,4.5,873,2,6.9
clothing,"Women's Joggers Pants Lightweight Athletic Leggings Tapered Lounge Pants for Workout, Yoga, Running",28.99,4.5,200,3,4.34
clothing,"Men's Eco-Drive Promaster Air Nighthawk Pilot Stainless Steel Watch, Luminous, Black Dial, 42mm (Model: BJ7000-52E)",225.86,4.5,945,4,19.18
clothing,Samba OG Big Kid Sneakers,124.0,4.5,686,2,22.51
clothing,Hayward 2.0 All Over Print Sky Grey/Particle Grey/Dark Smoke Grey One Size,53.19,4.5,149,2,11.96
clothing,"Cool Backpack, with 15-inch Laptop Sleeve - Large Computer Bag Rucksack with 2 Compartments, Ergonomic Straps, Misty Rose",67.95,4.5,30,3,3.97
clothing,"BIC Gelocity Quick Dry Ocean Themed Gel Pens, Medium Point (0.7mm), 16-Count Gel Pen Set (Assorted Colors May Vary), Colored Gel Pens for Note Taking and Journaling, Perfect Teachers",15.74,4.5,469,10,2.79
clothing,"3 Pack Copper Compression Socks - Compression Socks Women & Men Circulation - Best for Medical,Running,Athletic",14.99,4.5,471,9,3.11
clothing,"Travel Backpack 40L, TSA Friendly Flight Approved Carry-on Luggage Hand Water-resistant Lightweight Business Rucksack, Durable Large Weekender Bag Daypack Fits 17.3 Inch Laptop",68.84,4.5,734,2,18.05
clothing,Klutz Lego Gear Bots Science/STEM Activity Kit for 8-12 years,20.81,4.5,19,8,4.05
clothing,"Crayola Back To School Supplies, Grades 3-5, Ages 7, 8, 9, 10, Contains 24 Crayons, 10 Washable Broad Line Markers, and 12 Colored Pencils [Amazon Exclusive]",11.29,4.5,65,5,1.43
